%prun bulk_NN()

         105169 function calls (101140 primitive calls) in 0.083 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 context.py:2390(_tmp_in_graph_mode)
        2    0.000    0.000    0.000    0.000 variable_scope.py:2738(variable_creator_scope)
       18    0.000    0.000    0.000    0.000 distribute_lib.py:2973(value_container)
        1    0.000    0.000    0.001    0.001 metrics.py:481(__init__)
        2    0.000    0.000    0.000    0.000 training.py:152(is_functional_model_init_params)
        2    0.000    0.000    0.000    0.000 training.py:679(distribute_strategy)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2853(__init__)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:63(update_state_wrapper)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
        1    0.000    0.000    0.000    0.000 tf_utils.py:484(get_tensor_spec)
        1    0.000    0.000    0.000    0.000 optimizer_v2.py:879(from_config)
        2    0.000    0.000    0.000    0.000 init_ops.py:105(__init__)
        4    0.000    0.000    0.000    0.000 context.py:1733(__init__)
        1    0.000    0.000    0.000    0.000 execute.py:201(make_shape)
       10    0.000    0.000    0.000    0.000 node.py:74(<lambda>)
        8    0.000    0.000    0.000    0.000 context.py:818(device_spec)
        1    0.000    0.000    0.000    0.000 op_def_library.py:184(_MakeShape)
        2    0.000    0.000    0.000    0.000 init_ops.py:111(__call__)
        3    0.000    0.000    0.000    0.000 distribute_lib.py:340(_require_strategy_scope_strategy)
        1    0.000    0.000    0.000    0.000 util.py:1078(__init__)
        4    0.000    0.000    0.000    0.000 device.py:45(is_device_spec)
        4    0.000    0.000    0.000    0.000 ops.py:6423(<genexpr>)
        9    0.000    0.000    0.000    0.000 node.py:72(<lambda>)
        1    0.000    0.000    0.000    0.000 compile_utils.py:280(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:390(ismethod)
        2    0.000    0.000    0.000    0.000 node.py:134(iterate_inbound)
        2    0.000    0.000    0.000    0.000 compile_utils.py:37(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2863(__enter__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2872(__exit__)
        2    0.000    0.000    0.000    0.000 base_layer.py:2383(_dtype)
        1    0.000    0.000    0.000    0.000 data_structures.py:66(_should_wrap_tuple)
        6    0.000    0.000    0.000    0.000 distribution_strategy_context.py:312(_get_default_strategy)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 training.py:557(_get_optimizer)
        2    0.000    0.000    0.000    0.000 training.py:2474(<genexpr>)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2892(_scope)
        1    0.000    0.000    0.000    0.000 metrics_utils.py:98(result_wrapper)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:791(scope)
        1    0.000    0.000    0.000    0.000 backend.py:1313(ndim)
        2    0.000    0.000    0.000    0.000 monitoring.py:295(__init__)
        5    0.000    0.000    0.000    0.000 base_layer.py:2825(<genexpr>)
        3    0.000    0.000    0.000    0.000 variables.py:63(_make_getter)
        1    0.000    0.000    0.000    0.000 graph_view.py:145(__init__)
        1    0.000    0.000    0.000    0.000 base_layer_utils.py:315(is_in_eager_or_tf_function)
        1    0.000    0.000    0.000    0.000 optimizer_v2.py:1045(_init_set_name)
        1    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:283(<listcomp>)
        1    0.000    0.000    0.000    0.000 ops.py:535(get_shape)
        1    0.000    0.000    0.000    0.000 base_layer.py:1242(stateful)
        1    0.000    0.000    0.000    0.000 training.py:2629(_get_distribution_strategy)
        1    0.000    0.000    0.000    0.000 generic_utils.py:199(get_registered_object)
        1    0.000    0.000    0.000    0.000 deprecation.py:583(deprecated_argument_lookup)
        1    0.000    0.000    0.000    0.000 ops.py:3003(<lambda>)
        1    0.000    0.000    0.000    0.000 tensor_spec.py:63(shape)
        2    0.000    0.000    0.000    0.000 distributed_training_utils.py:439(is_tpu_strategy)
        1    0.000    0.000    0.000    0.000 policy.py:444(loss_scale)
        1    0.000    0.000    0.000    0.000 layer_utils.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
