model = bulk_NN()
%prun predict(model,x_tst)

         147915 function calls (143274 primitive calls) in 0.181 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:2809(<lambda>)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2907(_graph_rewrite_configs)
        1    0.000    0.000    0.039    0.039 functional.py:367(call)
        1    0.000    0.000    0.000    0.000 callbacks.py:1038(__init__)
        1    0.000    0.000    0.000    0.000 types.py:171(__get__)
       10    0.000    0.000    0.000    0.000 inspect.py:2551(kind)
        1    0.000    0.000    0.002    0.002 data_adapter.py:393(grab_batch)
        2    0.000    0.000    0.000    0.000 tf_stack.py:71(__exit__)
        1    0.000    0.000    0.000    0.000 tensor_util.py:804(constant_value)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:920(range)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:957(zip)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:7052(zip_dataset)
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 training.py:2637(reduce_per_replica)
        1    0.000    0.000    0.000    0.000 data_adapter.py:963(select_data_adapter)
        1    0.000    0.000    0.000    0.000 ops.py:3672(_as_graph_element_locked)
        2    0.000    0.000    0.000    0.000 object_identity.py:134(__setitem__)
        1    0.000    0.000    0.000    0.000 tensor_util.py:986(is_tensor)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2112(with_options)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:2779(get_legacy_output_shapes)
        3    0.000    0.000    0.000    0.000 dataset_ops.py:4023(_should_unpack_args)
        1    0.000    0.000    0.000    0.000 gen_resource_variable_ops.py:122(assign_variable_op)
        4    0.000    0.000    0.000    0.000 function.py:2479(vararg_name)
        4    0.000    0.000    0.000    0.000 api.py:217(convert)
        4    0.000    0.000    0.000    0.000 base_layer.py:2697(_maybe_create_attribute)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1114(argmax)
        1    0.000    0.000    0.002    0.002 data_adapter.py:394(<lambda>)
        1    0.000    0.000    0.000    0.000 data_adapter.py:535(_is_composite)
        1    0.000    0.000    0.000    0.000 device.py:172(is_null_merge)
        5    0.000    0.000    0.000    0.000 ops.py:3117(seed)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:1031(prefetch)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3122(__init__)
        2    0.000    0.000    0.000    0.000 def_function.py:911(input_signature)
        4    0.000    0.000    0.000    0.000 function.py:443(<listcomp>)
        8    0.000    0.000    0.000    0.000 function.py:2447(fullargspec)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 weakref.py:345(remove)
        1    0.000    0.000    0.000    0.000 training.py:2650(_reduce)
        6    0.000    0.000    0.000    0.000 data_adapter.py:252(<genexpr>)
        1    0.000    0.000    0.000    0.000 data_adapter.py:425(should_recreate_iterator)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOutputConsumers_wrapper}
        2    0.000    0.000    0.000    0.000 type_spec.py:429(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:75(copy_metadata)
        4    0.000    0.000    0.000    0.000 object_identity.py:125(__init__)
        3    0.000    0.000    0.000    0.000 options.py:80(set_fn)
        1    0.000    0.000    0.001    0.001 dataset_ops.py:1002(concatenate)
        1    0.000    0.000    0.017    0.017 dataset_ops.py:1704(flat_map)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:2623(<listcomp>)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:6696(<listcomp>)
        1    0.000    0.000    0.000    0.000 data_adapter.py:448(can_handle)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1337(expand_1d)
        1    0.000    0.000    0.000    0.000 context.py:2310(async_wait)
        1    0.000    0.000    0.000    0.000 structure.py:351(<lambda>)
        1    0.000    0.000    0.000    0.000 nest.py:1403(list_to_tuple)
        2    0.000    0.000    0.000    0.000 ops.py:1794(<listcomp>)
        3    0.000    0.000    0.000    0.000 ops.py:3112(seed)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:988(assert_same_rank)
        2    0.000    0.000    0.000    0.000 type_spec.py:501(<genexpr>)
        2    0.000    0.000    0.000    0.000 options.py:45(__ne__)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:565(_type_spec)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:2775(<lambda>)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3005(<lambda>)
        1    0.000    0.000    0.000    0.000 optimization_options.py:259(_graph_rewrite_configs)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:71(_device_stack_is_empty)
        3    0.000    0.000    0.000    0.000 tracking.py:146(resources)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:64(_pop_per_thread_mode)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:91(ret)
        1    0.000    0.000    0.000    0.000 functional.py:522(_flatten_to_reference_inputs)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 inspect.py:702(<genexpr>)
        7    0.000    0.000    0.000    0.000 inspect.py:2861(return_annotation)
        1    0.000    0.000    0.000    0.000 data_adapter.py:617(can_handle)
        2    0.000    0.000    0.000    0.000 tensor_spec.py:116(_to_legacy_output_classes)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3522(<listcomp>)
        3    0.000    0.000    0.000    0.000 function.py:2845(flat_input_signature)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:60(_push_per_thread_mode)
        1    0.000    0.000    0.000    0.000 converter.py:188(call_options)
        7    0.000    0.000    0.000    0.000 inspect.py:2857(parameters)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1239(_infer_steps)
        1    0.000    0.000    0.000    0.000 context.py:2390(_tmp_in_graph_mode)
        1    0.000    0.000    0.000    0.000 structure.py:329(to_batched_tensor_list)
        3    0.000    0.000    0.000    0.000 tensor_shape.py:1169(<genexpr>)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:1166(is_fully_defined)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:2792(<lambda>)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3487(<listcomp>)
        5    0.000    0.000    0.000    0.000 dataset_ops.py:3605(element_spec)
        1    0.000    0.000    0.001    0.001 iterator_ops.py:770(next)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:889(<listcomp>)
        1    0.000    0.000    0.000    0.000 def_function.py:556(_get_key_for_call_stats)
        1    0.000    0.000    0.000    0.000 def_function.py:1199(function)
        4    0.000    0.000    0.000    0.000 function.py:2471(is_pure)
        8    0.000    0.000    0.000    0.000 function.py:2475(arg_names)
        3    0.000    0.000    0.000    0.000 tracking.py:143(__init__)
        3    0.000    0.000    0.000    0.000 variables.py:22(ld)
        1    0.000    0.000    0.000    0.000 callbacks.py:269(set_params)
        1    0.000    0.000    0.000    0.000 callbacks.py:607(__init__)
        1    0.000    0.000    0.000    0.000 callbacks.py:822(_implements_test_batch_hooks)
        3    0.000    0.000    0.000    0.000 base.py:1205(isspmatrix)
        2    0.000    0.000    0.000    0.000 monitoring.py:295(__init__)
        2    0.000    0.000    0.000    0.000 traceable_stack.py:30(__init__)
        1    0.000    0.000    0.000    0.000 op_def_library.py:148(_MakeInt)
        2    0.000    0.000    0.000    0.000 op_def_library.py:447(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2920(_autotune_settings)
        6    0.000    0.000    0.000    0.000 dataset_ops.py:2991(element_spec)
        2    0.000    0.000    0.000    0.000 optimization_options.py:189(_autotune_buffers)
        4    0.000    0.000    0.000    0.000 variable_scope.py:1166(use_resource)
        3    0.000    0.000    0.000    0.000 def_function.py:423(functions_run_eagerly)
        3    0.000    0.000    0.000    0.000 function.py:3780(release)
        2    0.000    0.000    0.000    0.000 distribute_lib.py:1991(_container_strategy)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:83(__exit__)
        1    0.000    0.000    0.000    0.000 backend.py:1313(ndim)
        1    0.000    0.000    0.000    0.000 version_utils.py:114(disallow_legacy_graph)
       10    0.000    0.000    0.000    0.000 inspect.py:2543(default)
        1    0.000    0.000    0.000    0.000 data_adapter.py:625(_is_list_of_scalars)
        2    0.000    0.000    0.000    0.000 data_adapter.py:1147(_truncate_execution_to_epoch)
        1    0.000    0.000    0.000    0.000 context.py:803(scope_name)
        2    0.000    0.000    0.000    0.000 ops.py:535(get_shape)
        1    0.000    0.000    0.000    0.000 ops.py:771(<listcomp>)
        1    0.000    0.000    0.000    0.000 type_spec.py:286(_deserialize)
        1    0.000    0.000    0.001    0.001 iterator_ops.py:735(__next__)
        3    0.000    0.000    0.000    0.000 distribution_strategy_context.py:312(_get_default_strategy)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:74(__enter__)
        1    0.000    0.000    0.000    0.000 training.py:2772(_disallow_inside_tf_function)
        2    0.000    0.000    0.000    0.000 data_adapter.py:550(<genexpr>)
        1    0.000    0.000    0.000    0.000 data_adapter.py:884(can_handle)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1412(unpack_x_y_sample_weight)
        5    0.000    0.000    0.000    0.000 ops.py:173(__exit__)
        2    0.000    0.000    0.000    0.000 ops.py:193(_as_graph_element)
        4    0.000    0.000    0.000    0.000 dataset_ops.py:2949(_inputs)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3489(<listcomp>)
        1    0.000    0.000    0.000    0.000 optimization_options.py:55(_graph_rewrites)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:545(handle)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:6627(<listcomp>)
        4    0.000    0.000    0.000    0.000 function.py:2451(is_method)
        4    0.000    0.000    0.000    0.000 function.py:2836(function_spec)
        2    0.000    0.000    0.000    0.000 cache.py:74(_get_key)
        2    0.000    0.000    0.000    0.000 callbacks.py:234(<genexpr>)
        2    0.000    0.000    0.000    0.000 callbacks.py:236(<genexpr>)
        2    0.000    0.000    0.000    0.000 callbacks.py:238(<genexpr>)
        1    0.000    0.000    0.000    0.000 callbacks.py:827(_implements_predict_batch_hooks)
        1    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 data_adapter.py:117(__init__)
        3    0.000    0.000    0.000    0.000 data_adapter.py:247(_is_tensor)
        1    0.000    0.000    0.000    0.000 execute.py:166(make_int)
        5    0.000    0.000    0.000    0.000 ops.py:167(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:4584(op_in_group)
        1    0.000    0.000    0.000    0.000 ops.py:4596(_current_control_dependencies)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3493(_inputs)
        4    0.000    0.000    0.000    0.000 function.py:445(<listcomp>)
        4    0.000    0.000    0.000    0.000 function.py:1586(<genexpr>)
        3    0.000    0.000    0.000    0.000 function.py:2467(flat_input_signature)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3075(ndim)
        1    0.000    0.000    0.000    0.000 data_adapter.py:413(get_size)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1474(pack_x_y_sample_weight)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:283(<listcomp>)
        1    0.000    0.000    0.000    0.000 device_spec.py:431(to_string)
        1    0.000    0.000    0.000    0.000 nest.py:1417(sequence_fn)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:268(assert_is_compatible_with)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:1121(assert_is_compatible_with)
        2    0.000    0.000    0.000    0.000 tensor_spec.py:153(<lambda>)
        3    0.000    0.000    0.000    0.000 dataset_ops.py:3544(element_spec)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:894(<listcomp>)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:2628(<listcomp>)
        1    0.000    0.000    0.000    0.000 def_function.py:80(get_tracing_count)
        4    0.000    0.000    0.000    0.000 func_graph.py:753(<listcomp>)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:42(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2745(strategy)
        1    0.000    0.000    0.000    0.000 api.py:119(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:748(value)
        1    0.000    0.000    0.000    0.000 data_adapter.py:756(can_handle)
        2    0.000    0.000    0.000    0.000 context.py:808(scope_name)
        2    0.000    0.000    0.000    0.000 tf_decorator.py:278(decorator_argspec)
        5    0.000    0.000    0.000    0.000 ops.py:170(__enter__)
        1    0.000    0.000    0.000    0.000 ops.py:6625(_restore_name_scope)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:111(pop_obj)
        2    0.000    0.000    0.000    0.000 traceable_stack.py:115(peek_top_obj)
        3    0.000    0.000    0.000    0.000 dataset_ops.py:3496(element_spec)
        3    0.000    0.000    0.000    0.000 dataset_ops.py:4139(element_spec)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4594(<listcomp>)
        1    0.000    0.000    0.000    0.000 optimization_options.py:60(_graph_rewrite_configs)
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:460(_assign_dependencies)
        4    0.000    0.000    0.000    0.000 func_graph.py:748(<listcomp>)
        1    0.000    0.000    0.000    0.000 base_layer.py:2489(_set_mask_keras_history_checked)
        1    0.000    0.000    0.000    0.000 tmpri_3940l.py:7(inner_factory)
        1    0.000    0.000    0.000    0.000 inspect.py:236(istraceback)
        1    0.000    0.000    0.000    0.000 inspect.py:260(iscode)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3071(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 training_utils.py:643(handle_partial_sample_weights)
        1    0.000    0.000    0.000    0.000 tf_stack.py:83(reset)
        2    0.000    0.000    0.000    0.000 tensor_spec.py:110(_to_legacy_output_types)
        2    0.000    0.000    0.000    0.000 tensor_spec.py:113(_to_legacy_output_shapes)
        3    0.000    0.000    0.000    0.000 dataset_ops.py:3018(element_spec)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3150(<lambda>)
        2    0.000    0.000    0.000    0.000 iterator_ops.py:881(value_type)
        1    0.000    0.000    0.000    0.000 conversion.py:251(_create_custom_vars)
        3    0.000    0.000    0.000    0.000 transpiler.py:202(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_config.py:67(floatx)
        1    0.000    0.000    0.000    0.000 callbacks.py:616(set_params)
        1    0.000    0.000    0.000    0.000 callbacks.py:619(set_model)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:246(isframe)
        1    0.000    0.000    0.000    0.000 data_adapter.py:227(on_epoch_end)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1272(_validate_data_handler)
        1    0.000    0.000    0.000    0.000 tf_decorator.py:266(decorated_target)
        1    0.000    0.000    0.000    0.000 tf_stack.py:95(reset)
        1    0.000    0.000    0.000    0.000 device_spec.py:272(device_type)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:4368(options)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1110(_argmax_dispatcher)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1034(broadcast_sample_weight_modes)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1217(inferred_steps)
        1    0.000    0.000    0.000    0.000 deprecation.py:583(deprecated_argument_lookup)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:97(dimension_value)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3541(_inputs)
        1    0.000    0.000    0.000    0.000 base_layer.py:2528(_get_call_arg_value)
        1    0.000    0.000    0.000    0.000 callbacks.py:793(on_predict_begin)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 training.py:1604(<lambda>)
        1    0.000    0.000    0.000    0.000 data_adapter.py:410(get_dataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4062(_transformation_name)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4112(_transformation_name)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4143(_transformation_name)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2904(_experimental_distribute_dataset)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2993(_in_multi_worker_mode)
        1    0.000    0.000    0.000    0.000 callbacks.py:804(on_predict_end)
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
